id,texto,palabras_ambiguas,genero
5916,*Muy distintos y muy similaresTu casa o la mía es una comedia romántica protagonizada por dos amigos íntimos. Dos amigos que llevan siéndolo y mucho durante los últimos veinte años. Tan amigos son que,curso,Comedia
5919,"Es verdad que no ofrece una historia demasiado novedosa, los personajes secundarios no funcionan muy bien,  es cierto también que todo resulta perfecto, demasiado como para ser creíble... pero al fin ",cabo,Comedia
5920,"He visto... Tu Casa O La Mía (Netflix)...https://www.filmaffinity.com/es/film578852.htmlUn 7. Y no, no puedo decir que sea una buena película. Ni creo que a la mayoría de la gente le vaya a gustar. Pe",linea,Comedia
5923,Si este año había comenzado con algunos dramas donde había comentarios sociales como en 'The Interest of Love' o críticas hacia los roles de género de forma divertida e inofensiva como en 'Crash Cours,estrella,Comedia
5957,"A ver, siendo generosos podría recomendar este film para una tarde aburrida. La cosa invita a presagiar que nos encontramos con una buena peli: interesante ambientación, thriller basado en desaparicio",oro,Terror
5960,"Pero malo malo. Histriónico, inverosímil, desequilibrado. Imitador americano cutre.Cuando en una película policiaca española, los cuerpos y fuerzas de seguridad nacionales disparan más de tres tiros s",linea,Terror
5979,"Me declaro fan absoluto de ‘Detective Conan‘, popular manga y anime que, después de décadas, sigue en activo, y este nuevo spin-off, ‘Detective Conan: Hanzawa el culpable‘ es buena prueba de ello. La ",clave,Accion
5986,"Nada nuevo en el horizonte entre las posibilidades que abre el subgénero de las romcom con la parejita (Jonah Hill y Lauren London) y los suegros separados por brechas culturales -unos judíos, otros m",cabo,Comedia
5991,"*Misma fórmula de éxitoNo seré yo quien reabra el debate sobre los pecados cometidos por Netflix con sus propios productos, decisiones ya tomadas que han ido sembrando la duda tanto entre los creadore",cabo,Accion
6003,"Desconozco el relato literario de ""La chica de nieve"", por lo tanto, solo puedo opinar sobre la versión audiovisual.Si ser un relato demasiado original y bastante previsible en su conjunto, si es perc",linea,Drama
6004,"En la línea de la exitosa 'El desorden que dejas' (2020) de Carlos Montero, llega 'La chica de nieve', otra adaptación literaria, en esta ocasión de una novela de un tal Javier Castillo, que juega las",linea,Drama
6037,"*Acercándose al género WuxiaLas producciones de época en las series surcoreanas suelen ser de género político, romántico, drama y ocasionalmente fantástico. Esta producción ha sido toda una sorpresa, ",linea | linea,Comedia
6046,"*Un temible futuroJung_E tiene sus coordenadas en la numerosa prole de películas postapocalípticas donde la humanidad o se ha ido al garete, o ha sufrido grandes daños. En este caso, en el siglo XXII,",plata,Accion
6047,"Muy buena serie desde el punto de vista narrativo. Sus capítulos se hacen ligeros, la trama está muy bien hilada y las interpretaciones de los personajes son más que notables (destacaría aquí a Walid,",cabo,Accion
6061,"Al principio es algo confusa, porque entre que los miembros del comando isrealí hablan árabe, y a veces hasta lo son, y los palestinos parece que viven todos por el Pozo del Tío Raimundo, uno no sabe ",clave,Accion
6082,"Más allá de que tan terrorífica sea y de cómo esté llevada a cabo, creo que primero que nada hay que reconocer que la serie cumple con lo prometido en su título: las historias que se nos presentan a l",cabo,Terror
6099,"Voy a ser breve porque la serie no merece mucho análisis. Estamos ante uno de los mayores bodrios que ha visto la luz en netflix y no se trata de un bodrio cualquiera. No. Es un bodrio de categoría, d",linea,Accion
6102,"Al escuchar que el director es el mismo que el de la Casa de Papel uno se ilusiona, cree que estará viendo algo a un nivel parecido o igual pero nunca algo tan malo.El tema de la trata para la prostit",cabo,Accion
6115,"El domingo pasado le di una vuelta a “Netflix “ y me fijé que “Sky rojo” estaba de estreno.Se anunciaba como una serie con aires de “Tarantino” , así que pensé que sería  interesante.Me acomode en mi ",linea | oro,Accion
6125,"Tengo que decir que los cuatro primeros episodios me gustaron, me entretuvieron que al fin y al cabo es de lo que se trata. Primero pensé que era una imitación a ""Abierto hasta el amanecer"" pero en ve",cabo,Accion
6130,"Serie prototipo de Netflix: feminismo de 3 super heroínas en un mundo de hombres malos; y que no falten los flashbacks, las idas y vueltas constantes sin sentido como si eso le diera calidad a este in",linea,Accion
6135,"Os ruego que me disculpéis, dicho así de antemano, si me dejo algún cabo suelto al pormenorizar en los logros -si los hay, me los habré perdido- y taras de un juguete tan abominable, hortera y risible",cabo,Accion
6139,"La primera temporada me hizo pensar que era algo redondo; la segunda temporada, que dejé en el segundo capítulo, me hizo ver que era solo una oportunidad más de mostrar machismo, violencia barata y gr",cabo,Accion
6161,"Está claro. Las películas y series americanas cada vez son más flojas y las europeas han conseguido, con la ayuda de las plataformas on line, una presencia que las grandes distribuidoras no les daban.",linea,Accion
6162,"*La estética del desierto y el homenaje a Thelma y LouiseLos escenarios naturales de la isla canaria de Tenerife acogen esta nueva ficción de Netflix, que esconde secretos y traiciones tras las puerta",fuente | campo,Accion
6171,"*Noruega 1940Al principio de la II Guerra Mundial, Noruega se había declarado neutral. Hacía tan solo 35 años que Noruega había conseguido su independencia tras la unión con Suecia, acaecida en 1814. ",clave | cabo,Drama
6173,"Cuenta una historia interesante de la Segunda Guerra Mundial que apenas se conoce. En 1940, Noruega permanece neutral en la contienda, los ingleses y alemanes se abastecen de hierro en unas minas gran",cabo,Drama
6181,No entiendo porque esta mini serie de 9 capítulos ha tenido tan poca repercusión dentro del catálogo de Netflix. Tan solo tiene 3 criticas en esta página y apenas se le ha dado publicidad. A pesar de ,clave,Comedia
6185,"Si buscas una serie que te produzca un placer exquisito probablemente sea esta misma, titulada “Sexify” porque pone todo su empeño y su esfuerzo en conseguir semejante y placentero objetivo.—Si eres u",curso | campo,Comedia
6186,"Esta serie es descarada, divertida, irreverente, … eso es lo que quizás habría podido escribir hace, como poco, 10 años. Parece que en Polonia se hubieran metido en un agujero aislados del mundo hace ",gato,Comedia
6191,"En un dantesco México de desaparecidas, Julia desciende a los círculos infernales de la impunidad, injusticia y silencio omiso de las autoridades, en busca de su hija Ger. Un dolor muy personal se vue",red,Drama
6194,"Película ambientada en el siglo diecinueve a orillas del rio Hudson, en Nueva York. La historia gira en torno a la investigación de unos crímenes cometidos en una academia militar, como así reza en su",cabo,Terror
6201,"*“The pale blue eye” (el pálido ojo azul)No revelo nada si digo que uno de los personajes que aparecen en el film Los crímenes de la academia es Edgar Allan Poe, de hecho, es uno de los reclamos de es",clave,Terror
6203,"“Los crímenes de la Academia” nos lleva ante una de esas películas que saben cómo captar la atención del espectador desde los primeros instantes, mantenerla con continuos (pero razonables) cambios de ",cabo | linea,Terror
6220,"A orillas del río Hudson se alza en Nueva York la famosa Academia militar de West Point. Estamos en 1830, en pleno romanticismo, y la extraña muerte de un cadete reclama la presencia del detective Aug",clave,Terror
6234,"Después de 'La ley del más fuerte' y 'Hostiles', Christian Bale y el director Scott Cooper vuelven a colaborar en esta intriga del siglo XIX ambientada en la academia militar de West Point donde apare",campo,Terror
6237,"Winding Refn vuelve a casa por navidad. Regresa a Dinamarca, tras muchos años rodando para el infame mercado capitalista que algunos llaman Hollywood. En el caso de Refn, a diferencia de la mayoría de",plata,Drama
6244,"Resumiré todo en:Vine buscando oro y encontré diamantes.Por favor señor Netflix no canceles la segunda temporada de esto, no nos jodas a los que hemos flipado viendo las locuras de Nicolas Winding Ref",oro,Drama
6251,"Explorar nuevas vías en el entretenimiento visual, es algo necesario, pero complicado para llevar a cabo, debido a que en su mayoría, las puertas para experimentar, ya han sido abiertas.En la búsqueda",cabo,Drama
6255,"Entiendo que NWR (así se pone él mismo en los títulos de crédito, en su página web y en sus instagram) provoque rechazo. Alguien tan ególatra y pagado de sí mismo siempre genera rechazo. En el país ch",oro,Drama
6269,"No me gusta titular las críticas con el mismo título que las series o películas, me gusta buscar una alternativa, pero en este caso el título le viene como anillo al dedo, creo que imposible encontrar",clave,Drama
6275,"Soy cinéfilo y escritor de novelas, las cuales muestran una cierta influencia cinematográfica. Filmaffinitty es un punto de referencia para todo aficionado al cine, que desea saber si una película mer",oro,Drama
6290,"Como todos los años siempre nos sale la típica película o serie centrada en un grupo de bandidos que deciden marcarse el atraco de su historia, y este año no iba ser diferente, donde Netflix nos trae ",cabo,Accion
6297,"No conocía “Monster”, ni el anime ni el manga. Lo descubrí leyendo los comentarios de la edición en DVD de la primera temporada. El argumento pintaba bien y además  ponían la serie por las nubes, por ",oro,Terror
6303,"Trágica, cruel,conmovedora y terrorífica,esas son las palabras por las cuales un servidor, describe esta serie. una serie donde los personajes cobran vida propia, la evolución de estos es constante a ",curso,Terror
6305,En primer lugar quiero advertir que esta crítica no está escrita por alguien que haya visionado la serie.En honor a la verdad he de confesar que sólo he visto algún capítulo suelto de la misma.No obst,clave,Terror
6322,"Con 'Monster' tenemos una serie anime quizá muy poco convencional, alejada de esos animes que todos conocemos (detractores del anime o no), en los que prima la fantasía y una trama plana. Si muchas pe",cabo,Terror
6331,"...la gran clave de esta serie es el desarrollo. El Ascenso desde el drama ético a una historia de terror a una thriler de suspense. Tiene de todo y mucho más, y todo tiene sentido, esa es la clave.Am",clave | clave,Terror
6338,"Lo importante de esta serie está en la historia y en el desarrollo de la misma. Parece que, según he podido leer, el storyboard es viñeta a viñeta el manga de Naoki Urasawa. Si es así, el manga debe s",clave,Terror
6341,"¨Monster¨ es un anime de visión obligatoria. Un thriller adulto de tono realista con toques de drama y terror.La serie gira en torno al ¨Monstruo¨, un joven misterioso que parece ser una mente crimina",clave,Terror
6367,Noah Baumbach hace un pastiche tremebundo e inclasificable. Con ramalazos de Wes Anderson pero con tonos más oscuros e incluso toques terroríficos. Cine indie que no sabemos si se ríe de sí mismo o de,plata,Comedia
